emp_no,gender,marital_status,age_band,age,department,education,education_field,job_role,business_travel,employee_count,attrition,attrition_label,job_satisfaction,active_employee
10951,Female,Divorced,25 - 34,31,Sales,Master's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,3,1
10952,Male,Single,35 - 44,41,Sales,Associates Degree,Medical,Sales Executive,Non-Travel,1,No,Current Employees,2,1
10953,Female,Single,25 - 34,31,Sales,Bachelor's Degree,Life Sciences,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,2,0
10954,Male,Married,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
10955,Male,Married,35 - 44,42,R&D,High School,Life Sciences,Manager,Non-Travel,1,No,Current Employees,3,1
10956,Female,Married,Over 55,55,R&D,Associates Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,3,1
10957,Male,Single,Over 55,56,HR,Master's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,2,1
10958,Male,Divorced,35 - 44,40,R&D,Associates Degree,Life Sciences,Research Scientist,Non-Travel,1,No,Current Employees,3,1
10959,Male,Divorced,25 - 34,34,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10960,Male,Single,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10961,Female,Divorced,35 - 44,41,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1
10962,Male,Single,35 - 44,35,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
10963,Male,Divorced,45 - 54,51,HR,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,2,1
10964,Female,Divorced,35 - 44,38,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10965,Female,Single,25 - 34,34,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10966,Male,Married,25 - 34,25,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10967,Female,Married,Over 55,58,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,1,0
10968,Male,Married,35 - 44,40,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
10969,Female,Married,35 - 44,36,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1
10970,Male,Single,45 - 54,48,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10971,Female,Married,25 - 34,27,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1
10972,Female,Single,45 - 54,51,R&D,Associates Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10973,Female,Single,Under 25,18,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1
10974,Female,Married,35 - 44,35,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10975,Male,Single,25 - 34,27,Sales,High School,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
10976,Male,Single,Over 55,55,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,3,0
10977,Male,Married,Over 55,56,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10978,Female,Divorced,25 - 34,34,R&D,High School,Technical Degree,Research Scientist,Non-Travel,1,No,Current Employees,3,1
10979,Female,Divorced,35 - 44,40,R&D,High School,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
10980,Male,Married,25 - 34,34,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
10981,Female,Single,25 - 34,31,Sales,Bachelor's Degree,Life Sciences,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,4,0
10982,Female,Married,35 - 44,35,Sales,Master's Degree,Marketing,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,3,0
10983,Male,Divorced,35 - 44,38,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
10984,Female,Single,25 - 34,34,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10985,Male,Married,25 - 34,28,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10986,Male,Married,25 - 34,31,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,3,0
10987,Male,Married,35 - 44,39,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10988,Male,Married,45 - 54,51,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,2,1
10989,Female,Divorced,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
10990,Male,Married,35 - 44,37,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10991,Male,Married,25 - 34,33,Sales,High School,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
10992,Male,Married,25 - 34,32,Sales,High School,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10993,Male,Married,35 - 44,39,R&D,Associates Degree,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,3,1
10994,Male,Married,25 - 34,25,Sales,High School,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10995,Female,Married,45 - 54,52,R&D,Associates Degree,Medical,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
10996,Female,Single,35 - 44,43,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10997,Female,Married,25 - 34,27,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10998,Female,Single,25 - 34,27,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,3,0
10999,Male,Single,25 - 34,26,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11000,Female,Married,35 - 44,42,HR,Bachelor's Degree,Human Resources,Manager,Travel_Rarely,1,No,Current Employees,1,1
11001,Female,Divorced,25 - 34,32,R&D,Master's Degree,Medical,Healthcare Representative,Non-Travel,1,No,Current Employees,4,1
11002,Female,Married,35 - 44,36,R&D,Master's Degree,Medical,Manufacturing Director,Non-Travel,1,No,Current Employees,3,1
11003,Female,Married,35 - 44,35,R&D,Master's Degree,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,3,1
11004,Female,Married,45 - 54,47,R&D,High School,Medical,Research Director,Non-Travel,1,No,Current Employees,2,1
11005,Female,Single,Under 25,18,R&D,Bachelor's Degree,Medical,Research Scientist,Non-Travel,1,No,Current Employees,3,1
11006,Female,Married,35 - 44,39,Sales,Master's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,3,1
11007,Female,Married,Under 25,24,Sales,Associates Degree,Life Sciences,Sales Representative,Non-Travel,1,No,Current Employees,2,1
11008,Female,Single,25 - 34,33,Sales,Bachelor's Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,2,1
11009,Female,Divorced,45 - 54,48,R&D,Bachelor's Degree,Medical,Manager,Travel_Frequently,1,No,Current Employees,4,1
11010,Female,Divorced,35 - 44,36,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,2,1
11011,Female,Married,35 - 44,38,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,2,1
11012,Female,Married,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,1,1
11013,Female,Married,35 - 44,40,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Frequently,1,No,Current Employees,3,1
11014,Female,Married,25 - 34,29,R&D,High School,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,2,1
11015,Female,Single,35 - 44,39,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
11016,Female,Single,35 - 44,42,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1
11017,Female,Single,25 - 34,30,R&D,Master's Degree,Technical Degree,Research Scientist,Travel_Frequently,1,No,Current Employees,1,1
11018,Female,Married,35 - 44,44,Sales,Doctoral Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,3,1
11019,Female,Married,25 - 34,31,Sales,Master's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1
11020,Female,Married,25 - 34,25,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,2,1
11021,Female,Married,45 - 54,47,HR,Master's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,3,1
11022,Female,Single,25 - 34,31,HR,Associates Degree,Medical,Human Resources,Travel_Rarely,1,No,Current Employees,2,1
11023,Female,Divorced,25 - 34,31,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11024,Female,Divorced,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11025,Female,Divorced,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
11026,Female,Divorced,25 - 34,29,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11027,Female,Divorced,25 - 34,34,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
11028,Female,Divorced,45 - 54,45,R&D,Associates Degree,Other,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
11029,Female,Divorced,45 - 54,50,R&D,Doctoral Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,1,1
11030,Female,Married,25 - 34,33,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11031,Female,Married,35 - 44,43,R&D,Bachelor's Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,3,1
11032,Female,Married,45 - 54,51,R&D,Bachelor's Degree,Technical Degree,Manager,Travel_Rarely,1,No,Current Employees,3,1
11033,Female,Married,25 - 34,34,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11034,Female,Married,25 - 34,27,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11035,Female,Married,45 - 54,52,R&D,Master's Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11036,Female,Married,35 - 44,38,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1
11037,Female,Married,35 - 44,37,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
11038,Female,Married,25 - 34,29,R&D,High School,Other,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11039,Female,Married,35 - 44,35,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11040,Female,Married,35 - 44,40,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11041,Female,Married,45 - 54,49,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
11042,Female,Married,45 - 54,48,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11043,Female,Married,25 - 34,34,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11044,Female,Married,25 - 34,32,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
11045,Female,Married,35 - 44,38,R&D,Associates Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11046,Female,Married,35 - 44,38,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11047,Female,Married,25 - 34,29,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11048,Female,Married,45 - 54,54,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11049,Female,Married,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
11050,Female,Married,45 - 54,49,R&D,Master's Degree,Other,Research Director,Travel_Rarely,1,No,Current Employees,2,1
11051,Female,Married,45 - 54,54,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11052,Female,Married,45 - 54,47,R&D,Master's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1
11053,Female,Married,45 - 54,45,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
11054,Female,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
11055,Female,Married,25 - 34,32,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11056,Female,Married,35 - 44,40,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
11057,Female,Single,25 - 34,31,R&D,Doctoral Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,2,1
11058,Female,Single,35 - 44,37,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11059,Female,Single,25 - 34,30,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
11060,Female,Single,35 - 44,39,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
11061,Female,Single,45 - 54,47,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
11062,Female,Single,25 - 34,32,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11063,Female,Single,Under 25,23,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
11064,Female,Single,25 - 34,27,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
11065,Female,Single,25 - 34,29,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
11066,Female,Single,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1
11067,Female,Single,45 - 54,45,R&D,Associates Degree,Technical Degree,Research Director,Travel_Rarely,1,No,Current Employees,2,1
11068,Female,Single,45 - 54,54,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,4,1
11069,Female,Divorced,45 - 54,46,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11070,Female,Divorced,45 - 54,48,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11071,Female,Divorced,25 - 34,30,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11072,Female,Divorced,45 - 54,47,Sales,Master's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,2,1
11073,Female,Married,35 - 44,38,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11074,Female,Married,35 - 44,36,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11075,Female,Married,35 - 44,39,Sales,High School,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11076,Female,Married,35 - 44,40,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11077,Female,Married,25 - 34,28,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,2,1
11078,Female,Married,45 - 54,46,Sales,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,2,1
11079,Female,Married,Over 55,56,Sales,Doctoral Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11080,Female,Married,35 - 44,40,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11081,Female,Married,25 - 34,31,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11082,Female,Married,35 - 44,36,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11083,Female,Married,25 - 34,31,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11084,Female,Married,35 - 44,36,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
11085,Female,Married,25 - 34,32,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11086,Female,Single,25 - 34,27,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11087,Female,Single,35 - 44,38,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
11088,Female,Single,35 - 44,36,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11089,Female,Single,Under 25,20,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
11090,Female,Single,35 - 44,36,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1
11091,Female,Single,25 - 34,34,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11092,Female,Single,25 - 34,26,Sales,Bachelor's Degree,Other,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
11093,Female,Single,45 - 54,45,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
11094,Female,Single,45 - 54,49,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
11095,Male,Divorced,25 - 34,28,HR,Associates Degree,Life Sciences,Human Resources,Non-Travel,1,No,Current Employees,4,1
11096,Male,Divorced,35 - 44,38,HR,Bachelor's Degree,Human Resources,Human Resources,Non-Travel,1,No,Current Employees,2,1
11097,Male,Married,35 - 44,41,HR,Bachelor's Degree,Human Resources,Human Resources,Non-Travel,1,No,Current Employees,2,1
11098,Male,Divorced,35 - 44,35,R&D,Associates Degree,Medical,Manufacturing Director,Non-Travel,1,No,Current Employees,4,1
11099,Male,Divorced,35 - 44,40,R&D,High School,Medical,Research Director,Non-Travel,1,No,Current Employees,2,1
11100,Male,Divorced,25 - 34,30,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Non-Travel,1,No,Current Employees,3,1
